user_id,budget,available_days,distance_preference,num_travelers,activity_type,season,start_latitude,start_longitude,selected_attractions,total_time_hours,total_budget
438,459592.33,10,161.15,3,beach,3,8.55595,81.280097,"[22, 59, 46, 30, 110, 25, 111, 62, 84, 87, 23, 15]",59.71,365686.16
439,49934.32,4,288.65,4,cultural,1,6.453936,80.914489,"[35, 14, 74, 98, 49, 34, 85, 4, 45]",22.37,34264.71
440,19630.44,4,221.6,2,adventure,1,6.687023,80.195844,"[108, 13, 112, 3, 54, 115]",13.25,12869.62
441,438854.09,5,244.63,2,adventure,3,8.452279,81.169422,"[49, 60, 16, 117, 24, 30, 102, 10, 28, 85, 47, 95]",28.46,399225.09
442,25876.95,3,475.52,2,cultural,1,8.540931,80.672447,"[49, 76, 58, 46, 106, 54, 19, 56, 14]",9.71,22371.2
443,22029.88,7,174.53,6,mixed,3,6.715993,79.987609,"[106, 84, 69, 12, 32, 94, 54, 113, 45]",54.18,19464.71
444,86839.52,7,73.18,6,beach,2,5.987452,81.480596,"[38, 20, 69]",46.62,81831.02
445,34699.1,5,178.25,4,adventure,2,6.078392,80.08757,"[25, 20, 86, 37, 115]",29.25,25192.02
446,49399.48,4,346.22,1,adventure,2,8.608297,79.96618,"[71, 33, 77, 66, 59, 3, 104]",26.43,39855.53
447,116526.27,2,413.17,1,cultural,2,6.316068,81.756789,"[97, 110, 69, 7, 79, 82]",9.1,101804.74
448,40787.28,2,347.69,2,cultural,2,9.764047,81.294439,"[49, 39, 84, 40, 58, 102]",7.85,31540.37
449,91986.04,7,391.0,2,wildlife,2,7.601507,80.854716,"[43, 10, 42]",24.14,67626.34
450,310307.65,4,64.32,1,relaxation,1,9.067277,80.891431,"[63, 68, 94, 112, 61, 83, 19, 43, 100, 30, 80, 67]",14.04,223628.6
451,420595.53,5,138.76,2,historical,2,6.929192,80.792674,"[67, 76, 81, 74]",28.29,398494.7
452,39310.4,7,95.39,1,wildlife,2,6.002525,81.836796,"[54, 100, 23, 16, 27, 26, 7, 18, 2]",31.43,29029.33
453,69928.92,4,443.0,2,wildlife,2,6.706466,81.591935,"[106, 39, 110, 83, 98, 84, 112, 99, 21, 42, 114]",13.84,47543.71
454,244943.94,4,261.1,2,adventure,1,7.230414,81.612946,"[53, 26, 58, 65, 29, 14, 107, 99, 113, 33, 7]",26.01,168181.78
455,10943.16,14,410.21,1,cultural,2,7.481379,79.770115,"[32, 6, 10, 22, 3, 72, 118, 81, 33, 21, 73]",52.62,10277.78
456,311420.7,3,406.39,2,mixed,2,8.885193,81.034848,"[85, 77, 10, 23, 51]",16.15,277974.41
457,116088.46,2,149.21,4,relaxation,1,6.547217,81.664581,"[26, 72, 101, 76, 88, 106]",15.82,81861.69
458,39258.18,2,433.01,3,beach,1,6.315581,80.242089,"[94, 100, 37, 88, 17, 74]",12.89,31963.23
459,15409.71,5,396.22,2,relaxation,2,6.836253,79.806451,"[16, 7, 104, 36, 18, 105, 90, 53, 99]",16.89,14458.43
460,82742.65,5,57.4,3,wildlife,1,8.894421,81.65616,"[29, 78, 60, 88, 81, 24, 14, 21, 4, 38, 37, 11, 67]",32.71,53962.64
461,45236.72,4,170.11,1,beach,3,8.047289,81.137879,"[44, 106, 40, 36, 113, 89, 71, 2, 86, 93, 57, 18]",26.37,31332.7
462,42513.79,3,207.21,4,wildlife,1,8.444754,80.56997,"[85, 33, 110]",12.59,31365.46
463,81103.31,4,315.94,4,historical,3,8.372083,80.277856,"[11, 1, 63, 19, 32, 113, 24]",21.32,77017.72
464,23391.08,3,304.62,2,relaxation,2,9.553884,80.855118,"[6, 17, 113, 16, 27, 50, 7, 97, 89]",12.17,16794.28
465,88408.06,7,432.32,4,beach,3,8.948846,79.618916,"[119, 103, 94, 96, 91, 100, 36, 110, 115, 63, 32, 49, 76, 89]",30.02,72729.15
466,139602.13,4,233.4,3,adventure,2,8.890392,80.331848,"[91, 62, 116, 67, 74, 107, 20]",12.27,127663.84
467,380019.82,3,402.55,3,wildlife,2,6.422076,81.014443,"[113, 88, 13, 51, 14, 78, 93, 1, 61]",11.7,319011.29
468,449334.98,4,237.68,1,mixed,1,6.08856,80.038465,"[65, 80, 50, 62, 114]",13.34,320552.44
469,122003.35,3,409.55,1,mixed,1,8.521045,81.618047,"[74, 29, 101, 2, 25, 63, 118, 81, 109]",18.37,113252.79
470,375835.17,1,120.23,1,cultural,1,6.194803,80.205221,"[27, 5, 36]",7.02,339190.26
471,97656.92,3,391.95,1,relaxation,3,7.134341,81.380599,"[30, 94, 96]",16.25,64615.62
472,366260.25,2,356.69,2,adventure,3,7.011297,81.289864,"[63, 80, 30, 52, 25]",10.21,240378.52
473,202273.17,7,479.22,1,mixed,1,6.522358,81.435402,"[107, 2, 40, 66, 20, 7, 91, 62, 8, 33, 26, 108, 15]",37.34,144763.3
474,81669.44,3,199.62,2,wildlife,2,7.502714,81.039407,"[63, 93, 36, 47, 28, 18, 80, 102, 109]",22.67,50605.47
475,25848.69,3,233.2,4,adventure,2,6.457074,80.777372,"[28, 54, 4, 106, 60, 35]",21.26,16932.69
476,79927.88,1,440.5,2,relaxation,1,7.381645,80.341751,"[118, 113, 79]",7.55,67253.31
477,47336.78,4,331.07,2,beach,2,6.037042,79.768321,"[11, 98, 78, 2, 57, 32, 69, 112, 42, 52, 64, 66]",12.35,37121.48
478,13815.15,2,159.37,2,adventure,1,7.267261,80.938979,"[35, 36, 4, 64, 38, 56]",6.47,9280.38
479,270513.48,2,156.46,1,relaxation,1,6.318756,81.33937,"[112, 73, 17, 111]",13.15,168267.93
480,17537.08,7,340.41,4,mixed,2,7.94713,80.921137,"[116, 85, 112, 23]",49.01,15606.46
481,117650.31,7,164.41,4,historical,3,6.337468,80.524771,"[64, 40, 69, 72, 41, 84, 4, 113, 39, 30, 120, 108]",31.03,97318.39
482,129674.37,5,208.92,4,cultural,2,6.033804,79.602114,"[22, 16, 34, 43, 69, 40, 33]",33.18,122071.61
483,54599.95,5,326.11,8,adventure,3,8.691341,80.985367,"[5, 82, 17, 18, 119, 103, 43, 9, 108, 105, 85, 44]",18.95,49668.34
484,35078.73,4,386.65,4,historical,3,7.274386,80.020556,"[68, 63, 69, 29, 3, 120, 48, 39, 35, 23, 59, 66]",22.69,33124.77
485,48628.12,2,248.06,5,historical,2,7.015096,80.868995,"[33, 101, 48, 69, 28, 84]",11.88,31697.63
486,55794.04,2,273.69,6,historical,3,6.379355,80.088684,"[76, 87, 66, 62, 6, 104]",8.46,52031.83
487,259483.79,1,488.65,3,adventure,1,8.763303,79.877006,"[19, 118, 43]",6.64,179745.23
488,209422.87,3,139.84,2,adventure,3,8.672683,79.984581,"[51, 90, 118, 101]",16.43,141267.0
489,319962.78,1,244.59,3,cultural,3,9.221985,79.75982,"[42, 5, 75]",6.44,244981.73
490,90013.88,5,460.31,5,beach,3,9.256448,80.791308,"[92, 83, 98, 112]",23.67,55551.56
491,104605.46,5,487.96,2,mixed,3,8.965875,81.66455,"[53, 36, 32, 73, 113, 33, 57, 16, 109, 72, 59]",19.54,64181.85
492,109722.3,3,215.23,2,cultural,2,7.215398,81.704835,"[57, 69, 107, 51, 22, 42]",11.97,79756.5
493,21776.08,4,399.74,4,historical,2,6.894152,80.277251,"[30, 109, 64, 105, 99, 16, 46, 70, 17, 47, 117, 7]",25.21,19875.18
494,132948.05,2,241.12,2,adventure,1,7.454599,80.271225,"[94, 38, 34, 39, 47, 115]",7.76,82498.75
495,39142.45,2,84.16,3,historical,1,9.274787,80.052302,"[82, 120, 108, 1, 47]",6.68,28886.82
496,124607.78,5,66.88,1,historical,2,7.795516,81.414692,"[26, 68, 107, 67, 3, 71, 69]",32.44,113461.99
497,135378.42,2,375.27,2,relaxation,1,6.56607,81.833337,"[67, 116, 105, 7, 70, 89]",12.43,90451.8
498,101031.42,3,196.59,2,mixed,2,9.151321,80.856398,"[49, 34, 33, 67, 83, 95, 115, 96, 78]",23.91,72835.09
499,35980.32,4,158.43,2,cultural,1,9.535633,79.650543,"[118, 80, 70, 63, 85, 22, 32, 79, 109, 40, 91]",15.82,27356.32
500,127930.93,3,273.44,5,cultural,1,9.172019,81.083765,"[4, 20, 102, 58, 1]",18.52,100478.01
501,105786.41,3,331.25,1,historical,2,7.391576,80.139233,"[45, 43, 42, 29, 71, 14, 51, 44, 76]",10.57,78753.68
502,23548.33,7,95.41,6,adventure,2,8.853027,81.474322,"[5, 44, 20, 84, 60, 105, 30, 17, 39]",53.89,15362.46
503,194070.2,4,106.97,6,beach,3,9.504271,81.625544,"[88, 68, 28, 33, 53, 90, 120, 93, 9, 32, 31, 54]",12.6,178420.04
504,375607.6,5,195.14,1,mixed,3,7.457359,80.843132,"[40, 4, 11, 12, 35, 100, 99, 26, 115, 16]",34.45,302458.25
505,112244.52,2,296.08,1,historical,3,9.717087,80.151669,"[22, 66, 8, 106, 101]",7.62,104805.19
506,41759.41,10,437.67,2,mixed,2,7.39052,81.628495,"[114, 80, 6]",51.41,32852.14
507,105655.98,4,193.19,4,beach,2,8.365906,81.304188,"[60, 88, 23, 4, 42, 102, 46]",31.1,66355.7
508,46054.39,10,468.79,2,wildlife,2,7.9062,80.473967,"[71, 110, 66, 44, 117, 118]",63.17,33962.74
509,113612.05,7,325.44,1,adventure,2,8.836649,79.837181,"[58, 95, 103, 114, 34, 68, 5]",55.71,106348.0
510,25135.45,4,132.14,2,adventure,2,6.966532,79.644618,"[12, 25, 11, 63, 114, 90, 116, 113]",26.39,20607.9
511,26413.97,7,477.62,1,beach,1,7.129984,79.75731,"[6, 37, 58, 19, 100, 40, 75, 47, 36, 10, 72]",44.89,18522.95
512,64773.21,3,395.71,2,cultural,1,8.154441,81.201715,"[36, 115, 85]",17.78,39768.36
513,462125.32,7,479.88,2,wildlife,2,7.372406,81.532397,"[9, 41, 28, 43, 95, 106, 40]",47.17,361967.07
514,227686.16,7,251.94,2,cultural,1,6.254643,79.624809,"[95, 119, 67, 103]",44.68,189551.02
515,37166.87,5,173.34,3,wildlife,3,9.573844,81.731244,"[52, 114, 59, 46, 69, 68]",25.86,35184.44
516,76897.2,4,291.97,1,relaxation,1,7.578345,80.593918,"[42, 2, 73, 8, 86, 19, 117, 30, 47, 20, 93]",24.93,52084.05
517,210204.38,7,257.44,5,cultural,1,8.393972,79.735101,"[104, 7, 90, 116]",21.93,175963.34
518,151613.46,7,292.56,3,mixed,3,6.957136,81.798276,"[87, 67, 85, 37]",21.14,127424.69
519,87878.22,4,342.96,5,mixed,3,8.091649,81.774455,"[65, 13, 55, 112, 38, 9, 24, 4, 103, 114, 61, 119]",16.75,79746.57
520,74856.88,5,322.56,3,relaxation,2,8.937417,79.794604,"[27, 46, 114, 82, 108, 6, 58, 30, 96]",18.03,47673.82
521,146103.35,4,330.37,2,cultural,1,8.017569,81.223307,"[116, 119, 45, 93, 112, 113]",31.55,109809.94
522,469422.73,5,195.95,2,adventure,2,9.741505,79.657487,"[97, 18, 13, 25, 99, 22]",21.21,361421.89
523,100180.62,5,159.6,1,relaxation,3,8.526545,81.780157,"[46, 8, 94, 27, 72, 9, 57, 62, 63, 70, 50, 44]",20.91,70732.09
524,10654.73,7,292.81,1,cultural,3,8.577909,80.001613,"[56, 51, 95]",28.47,7464.03
525,458853.57,7,336.82,2,adventure,1,9.716137,80.458329,"[14, 9, 81, 4, 59, 22, 8, 83, 108, 12, 66]",38.33,420353.25
526,41004.85,4,305.56,3,mixed,3,6.893354,81.539135,"[35, 45, 95, 10, 115, 31, 82, 7, 90, 36, 65, 118]",20.56,28526.61
527,39202.77,7,415.88,2,mixed,3,8.641852,80.458699,"[116, 81, 78, 105, 48, 86, 117, 44, 111, 97, 101, 37, 26]",28.97,31272.56
528,86168.8,5,55.17,4,historical,3,9.192334,79.930623,"[30, 56, 7, 62, 105, 109]",27.17,63692.54
529,214137.87,2,331.89,1,cultural,3,8.937614,79.841038,"[102, 19, 14, 58]",9.89,203181.21
530,148346.79,4,421.49,8,cultural,3,8.666065,81.725859,"[83, 15, 46, 60, 99, 80, 11, 41]",21.76,138857.15
531,343379.64,4,77.78,5,beach,3,9.63162,81.428678,"[107, 91, 39, 30]",18.58,243967.2
532,34972.36,7,329.52,1,beach,3,6.027275,81.015611,"[19, 105, 66, 35, 106, 62, 53, 116]",41.76,27108.77
533,239043.24,14,119.87,1,historical,1,6.188213,80.610554,"[41, 26, 91]",60.81,172993.47
534,117703.49,2,176.32,6,mixed,3,7.829126,80.802114,"[45, 3, 4, 70, 22, 55]",12.86,101506.94
535,142742.5,7,58.43,2,beach,1,8.55191,80.464683,"[100, 116, 30]",50.53,108645.94
536,17705.21,2,499.47,3,beach,2,9.433223,80.825625,"[63, 71, 53, 116, 58, 93]",10.99,14208.46
537,17056.42,2,98.16,2,adventure,1,9.419576,80.612968,"[58, 52, 34]",14.13,12995.24
538,325574.26,4,98.9,2,historical,3,6.978026,80.252119,"[67, 28, 11, 118, 55, 100, 61]",24.29,306347.56
539,103316.11,3,350.31,1,cultural,1,7.449766,80.338577,"[114, 111, 37, 119, 118, 72, 120, 92, 81]",14.27,94047.25
540,103723.87,5,231.58,2,relaxation,3,6.994896,80.571423,"[9, 120, 2]",24.22,64226.46
541,169689.11,1,390.1,1,cultural,2,6.013791,81.266244,"[89, 50, 46]",5.01,153186.33
542,455841.88,3,484.05,2,adventure,1,9.47688,81.86775,"[114, 76, 57, 81, 16, 66, 99, 87, 55]",11.92,414645.63
543,64990.17,7,341.74,5,wildlife,3,7.511366,81.348083,"[19, 72, 96, 113, 50, 104, 78, 47, 107, 71, 86, 108, 111]",26.14,59614.99
544,82288.62,7,214.51,3,adventure,2,7.842287,81.321779,"[49, 73, 109, 52, 32]",22.3,60745.08
545,51427.36,1,435.47,2,cultural,2,9.462841,79.743405,"[64, 88, 102]",7.71,42842.7
546,126928.5,1,388.73,4,wildlife,3,7.904132,79.878654,"[46, 64, 40]",6.21,109146.76
547,256908.74,4,401.9,2,cultural,1,6.020927,81.604708,"[63, 70, 25, 91, 104, 94, 40]",16.84,175536.58
548,425405.05,7,228.62,4,historical,1,7.123347,80.778014,"[106, 115, 16, 93, 82, 23, 26, 111, 44, 3, 40, 10, 118, 105]",40.87,358398.16
549,236465.79,14,161.45,1,mixed,3,6.130691,80.428081,"[118, 84, 81, 66, 29, 72, 94, 96, 41, 112, 80, 115]",110.46,212923.88
550,37568.28,4,372.61,1,beach,2,8.896438,81.720992,"[21, 115, 104, 24]",29.05,32232.59
551,57902.03,10,178.94,1,wildlife,2,6.241433,81.256293,"[88, 21, 96, 45, 39, 112, 43, 76, 113, 16]",71.72,50122.67
552,26873.1,2,132.21,3,relaxation,3,9.684974,80.835099,"[26, 103, 64, 43, 90, 86]",6.27,20411.51
553,410181.28,3,265.47,2,historical,2,9.057119,80.450438,"[118, 102, 74, 54, 8, 5]",18.36,319228.56
554,114815.52,5,324.13,2,mixed,1,6.879656,80.257513,"[38, 11, 113, 9]",28.56,97772.9
555,65944.84,2,364.41,5,cultural,3,9.200905,80.774264,"[41, 78, 33]",13.96,58337.11
556,15053.37,2,58.2,1,historical,3,7.957539,80.489599,"[109, 18, 81, 5, 27, 68]",8.37,9185.77
557,479515.07,1,65.42,2,historical,1,5.977008,80.855651,"[37, 62, 55]",4.83,432953.24
558,469030.96,7,482.19,1,wildlife,2,9.00747,79.759181,"[28, 65, 97, 1, 92, 41]",25.92,440933.52
559,149444.17,7,122.19,2,mixed,2,8.749712,80.241259,"[15, 20, 112]",48.66,115006.9
560,149508.16,4,130.78,3,cultural,3,9.343952,81.37239,"[114, 61, 60, 44]",25.94,140761.4
561,181748.02,5,342.57,2,relaxation,1,8.506419,81.1907,"[64, 91, 99, 17, 88, 39]",27.66,147452.66
562,104067.62,5,94.25,2,relaxation,1,8.907259,80.275778,"[58, 90, 32, 53, 95, 98, 55, 65, 25]",19.64,94599.5
563,84588.21,3,149.8,2,historical,1,9.414671,81.005397,"[61, 36, 102, 77, 82, 48, 106, 98, 9]",19.62,69894.47
564,139069.05,4,73.13,1,mixed,3,7.506639,80.983942,"[20, 14, 71, 81]",30.48,131125.99
565,99817.5,10,433.63,3,historical,3,8.13797,80.221184,"[89, 91, 97, 78, 6, 85, 88, 15, 81, 20]",74.5,81785.81
566,22911.54,3,341.81,6,relaxation,3,6.280146,79.903946,"[34, 59, 38, 39, 96, 49, 102, 37, 87]",9.14,14655.72
567,92703.38,5,175.84,2,cultural,1,6.478615,81.288099,"[108, 53, 36, 115, 104, 10, 103, 1, 81, 47, 95, 44]",17.9,56872.75
568,366072.25,3,450.81,2,beach,1,6.490534,79.696616,"[65, 38, 83, 100, 35, 82, 96, 26, 18]",11.44,316428.78
569,372958.23,14,385.33,1,relaxation,1,8.236737,80.947783,"[108, 92, 79, 5, 14, 101, 7, 97, 12, 28]",66.33,299649.16
570,90594.42,5,424.84,2,historical,1,7.064455,79.731174,"[112, 46, 88, 65, 99, 74, 27, 24, 102, 34, 114, 120]",21.14,75905.46
571,77305.76,5,389.92,8,cultural,1,6.641749,80.654994,"[16, 94, 33, 118]",28.93,47638.92
572,102117.58,2,87.73,3,adventure,2,6.478801,81.820499,"[68, 71, 105, 106, 93, 14]",11.24,70851.67
573,17103.1,1,250.29,2,adventure,2,9.795533,80.709676,"[119, 90, 11]",3.96,15248.25
574,454768.11,1,463.77,1,beach,1,8.719915,80.695353,"[16, 26, 115]",5.79,370442.83
575,139880.95,4,279.9,3,adventure,3,8.943994,80.736542,"[68, 107, 76, 44, 35, 40, 5, 55, 104]",19.53,91271.0
576,28638.67,4,220.97,1,mixed,1,5.908495,80.723759,"[57, 7, 72, 1, 13, 100, 61, 24]",25.01,26894.15
577,31311.49,7,145.25,2,wildlife,3,7.885371,81.290675,"[57, 32, 67, 71, 21, 90, 3, 82, 6, 53, 101, 37]",31.91,20991.81
578,79870.59,4,146.69,2,wildlife,3,6.984739,80.61966,"[69, 26, 27, 107, 79]",15.16,49953.91
579,413789.12,10,257.77,2,wildlife,3,7.379636,81.747893,"[34, 120, 90, 83, 49, 91]",51.45,335339.42
580,17067.64,2,121.42,2,historical,1,6.444213,79.527415,"[6, 61, 54, 31, 118, 50]",10.22,11688.24
581,20318.02,3,355.13,1,beach,1,7.136593,80.439853,"[9, 118, 39, 92, 65, 3, 58, 21, 16]",22.99,15323.16
582,329028.57,3,238.08,6,historical,2,8.212245,79.658696,"[82, 49, 21, 115]",22.02,214192.37
583,115681.96,7,113.8,5,mixed,2,6.034809,79.565886,"[66, 53, 17, 112, 31, 101, 92, 32]",41.36,87128.49
584,60744.7,3,210.28,8,beach,3,6.567334,81.175705,"[20, 22, 72, 24, 26, 110, 73, 33, 3]",20.45,45357.24
585,180374.31,3,395.09,2,relaxation,2,9.260652,81.537174,"[9, 117, 13, 80, 101, 76, 18, 87, 52]",20.47,167402.45
586,32612.41,3,329.06,2,mixed,1,6.109518,80.540532,"[75, 103, 104, 54, 96, 26, 97, 63, 99]",18.93,29393.34
587,46555.94,1,484.83,5,adventure,1,8.065751,81.543513,"[73, 116, 44]",6.7,37870.48
588,134544.85,1,498.46,2,adventure,1,8.969873,81.294333,"[34, 106, 120]",4.16,125961.57
589,490843.24,3,173.35,5,adventure,2,6.133594,81.717658,"[58, 84, 113, 31, 54, 51, 32, 72, 82]",18.01,362874.59
590,104746.95,7,241.84,1,cultural,3,9.750645,81.856036,"[82, 41, 6, 51, 20, 94, 39, 61, 11, 56]",39.45,84682.3
591,106011.0,4,499.31,2,adventure,2,6.774911,80.062104,"[93, 84, 91, 44, 90, 21, 14, 94, 8, 116]",12.75,95640.14
592,26931.56,10,298.16,3,relaxation,1,6.352165,80.823803,"[92, 47, 58, 119, 108, 19, 64, 62]",58.25,16281.21
593,452838.57,2,209.55,2,cultural,1,8.345724,79.601319,"[115, 26, 19, 9, 103, 16]",8.35,361801.94
594,90247.73,2,439.88,2,cultural,1,8.832922,80.156547,"[115, 97, 99, 56, 69, 48]",14.75,79386.9
595,20527.86,1,186.13,5,cultural,1,5.923231,80.615652,"[17, 117, 90]",6.64,12805.09
596,322792.61,1,370.05,3,adventure,1,8.986492,80.351099,"[90, 114, 78]",5.81,200532.62
597,120138.35,2,461.82,2,cultural,2,8.238192,80.496274,"[80, 4, 89, 7, 47, 46]",12.94,110999.24
598,44278.78,2,202.42,1,adventure,1,9.108471,79.883761,"[77, 115, 72, 54, 88, 53]",8.69,36002.56
599,132149.82,4,188.62,2,historical,1,6.785748,81.203639,"[86, 48, 72, 14, 70, 78, 11, 76, 29, 101, 102, 64]",25.56,93482.96
600,210097.56,3,472.46,5,mixed,1,7.992176,79.849939,"[42, 67, 115, 70, 99, 97, 21, 101, 23]",15.06,163919.01
601,371720.71,14,191.86,2,mixed,2,7.013777,81.224441,"[60, 105, 52, 47]",69.94,286139.49
602,42053.15,2,210.76,1,wildlife,3,8.554057,81.237611,"[49, 40, 44, 66, 116, 45]",9.92,30783.75
603,362693.95,7,225.43,1,historical,3,9.014253,80.028431,"[82, 89, 92, 77, 50, 16, 25, 45, 31, 111, 53, 40, 71, 7]",27.4,224858.28
604,120775.79,5,365.46,3,wildlife,2,6.038108,80.535187,"[111, 55, 53, 17]",33.08,74968.36
605,63764.13,10,384.88,2,adventure,2,6.764067,80.691939,"[50, 64, 33, 28, 32, 13, 109, 34, 119, 56, 89]",73.83,45668.21
606,147593.6,5,311.09,5,mixed,3,5.943127,80.709595,"[3, 28, 46, 24]",21.82,106325.24
607,411166.79,5,85.44,1,wildlife,3,7.340622,80.45612,"[16, 56, 82, 40]",33.68,298626.67
608,253082.76,5,421.17,5,cultural,1,9.413569,80.615505,"[119, 85, 53, 59, 82, 32, 31, 26, 25, 30, 16]",37.23,198720.47
609,23151.33,5,253.54,1,mixed,3,6.018367,80.360715,"[60, 28, 55, 112, 40, 96, 119, 79, 39, 71, 26, 37, 4]",33.93,20435.84
610,219794.96,2,136.61,1,cultural,1,9.775365,81.665112,"[116, 25, 67, 66, 90, 20]",8.85,132619.5
611,29078.32,3,66.48,1,historical,2,9.560728,79.91981,"[67, 78, 99, 83, 39, 47]",14.6,20547.79
612,335042.43,4,363.63,2,historical,3,7.952253,80.542767,"[89, 103, 68, 24, 69, 62, 106, 90, 108, 114, 9]",29.85,209996.69
613,146213.03,1,70.6,2,beach,3,9.305712,79.599738,"[107, 17, 102]",5.25,96641.97
614,237392.64,3,433.25,6,cultural,1,9.491615,80.795625,"[65, 93, 85, 90, 67, 18, 50, 80, 91]",14.39,160671.94
615,281400.25,2,185.93,2,wildlife,2,7.532174,79.507165,"[8, 104, 59, 25, 65, 119]",6.07,211060.17
616,42388.66,1,169.01,2,beach,3,6.727224,80.135182,"[14, 87, 10]",6.6,30887.09
617,53303.28,1,494.3,4,historical,3,6.940659,79.797459,"[69, 63, 101]",6.9,33013.9
618,258846.69,7,200.27,2,beach,3,7.05619,81.628612,"[32, 105, 18, 69, 54, 31]",54.83,244763.21
619,132764.23,3,136.36,1,beach,2,9.010644,80.784714,"[116, 14, 15, 108, 50, 37, 4, 113, 52]",19.95,108837.32
620,10263.15,5,405.14,6,mixed,3,6.650097,80.101386,"[17, 102, 65, 98, 20, 63, 74, 38, 51, 75, 86, 81]",23.49,8925.32
621,22462.66,2,494.93,2,cultural,3,8.433247,80.609347,"[85, 28, 106, 56, 117, 57]",15.82,15417.48
622,316278.84,4,340.01,2,relaxation,3,7.698637,81.671436,"[42, 110, 48, 37, 49, 14, 8, 59, 29, 51, 73, 78]",17.03,194176.82
623,97149.46,10,382.78,2,wildlife,2,6.505778,81.889137,"[100, 111, 71, 101, 69, 79, 93, 20, 120, 76, 112, 16, 49]",66.37,89046.1
624,355430.94,2,367.49,3,mixed,2,9.465085,81.650702,"[92, 106, 113, 24, 68, 118]",13.95,334103.23
625,125277.51,2,384.99,3,adventure,3,6.314318,81.82445,"[9, 22, 99, 6, 88, 10]",8.73,91454.99
626,29020.19,5,153.75,2,beach,1,7.649058,81.697474,"[27, 84, 46, 11, 95, 92, 29, 13, 89, 99, 9]",35.24,18537.01
627,81970.26,2,248.52,1,cultural,2,7.463233,81.456254,"[68, 53, 20, 28, 18, 66]",12.48,60607.55
628,14748.11,2,492.9,3,relaxation,3,6.034877,81.001587,"[95, 27, 99, 82, 19]",8.58,10367.44
629,76634.6,3,121.1,6,relaxation,3,8.879862,81.206643,"[108, 97, 23, 65, 74, 49]",18.19,68665.79
630,34200.14,7,390.85,1,relaxation,1,7.891933,80.062163,"[30, 33, 55, 117, 96, 83, 19]",21.91,31538.62
631,42773.88,7,155.63,5,beach,1,8.196962,79.50837,"[5, 20, 95]",52.62,28665.14
632,72380.19,5,417.49,1,wildlife,3,6.953897,80.468367,"[21, 100, 57, 54, 51, 7, 59, 12, 29]",28.26,44762.73
633,140709.29,2,333.64,2,relaxation,2,5.997851,80.574375,"[12, 113, 107, 81, 22, 39]",15.37,116008.37
634,84243.73,5,325.37,2,beach,1,7.625673,81.595162,"[26, 60, 107]",18.56,60226.91
635,459385.33,5,297.71,1,beach,2,7.749365,81.313385,"[108, 114, 17, 87, 110, 2, 50]",33.01,306782.27
636,31717.11,5,194.86,2,beach,1,9.699562,81.587714,"[84, 23, 34, 44, 94, 49, 33, 6, 48, 71, 5, 27, 13]",30.92,20122.59
637,424570.66,1,135.58,1,mixed,2,7.747999,80.643603,"[20, 74, 46]",7.04,282978.29
638,76909.79,4,84.08,2,cultural,3,7.304904,81.345285,"[53, 67, 4, 10, 21, 47, 90, 61, 83, 104, 50, 57]",14.74,53687.23
639,77898.1,7,143.38,4,historical,2,6.226571,80.766399,"[43, 66, 10, 102, 93, 45, 101, 96, 85, 90, 25, 95]",35.47,62917.25
640,94886.41,3,423.43,5,mixed,2,8.441487,81.355893,"[110, 39, 5, 88, 113, 4, 18, 14, 118]",20.07,82396.03
641,75981.25,4,357.63,1,beach,2,9.222596,80.920183,"[17, 81, 10, 105]",18.2,51961.13
642,112959.04,1,157.98,4,wildlife,1,7.469348,81.634349,"[55, 107, 77]",7.87,80450.29
643,36576.73,1,440.13,2,relaxation,3,8.680651,80.717817,"[81, 86, 27]",3.1,27282.42
644,24058.16,4,217.29,6,cultural,2,8.057766,81.708261,"[82, 87, 2, 85, 60, 5, 94, 9, 66, 111]",26.22,16967.71
645,106172.64,5,413.72,5,wildlife,3,9.677598,79.94458,"[108, 114, 24, 49, 90, 50, 52, 77, 26, 46, 84, 66]",19.84,64085.79
646,487875.95,5,136.07,3,adventure,1,8.223776,79.536809,"[97, 50, 112, 88]",39.24,308137.13
647,41410.25,5,275.01,3,wildlife,2,9.777104,79.675089,"[96, 19, 29, 31, 21, 116, 63, 8, 23, 95, 108, 25]",33.16,35938.2
648,228508.66,5,117.71,2,cultural,1,9.32424,81.55914,"[31, 80, 46, 69, 3, 109, 60, 37, 54]",19.88,181514.54
649,111840.12,5,392.29,3,mixed,3,9.535644,80.649919,"[38, 84, 115, 91, 57, 32, 25, 104, 34]",29.1,102395.89
650,114483.9,14,382.81,1,cultural,3,7.736623,80.641558,"[49, 27, 74]",45.93,100902.14
651,332349.0,3,232.56,6,beach,2,9.151209,79.912639,"[57, 16, 14, 11, 97, 80, 15]",21.84,209454.93
652,81279.59,3,274.51,1,mixed,2,6.860404,81.763045,"[58, 84, 80]",21.86,70182.06
653,97457.19,7,264.94,2,cultural,3,8.100281,81.273988,"[84, 38, 53, 50, 106, 82, 22, 71, 52, 33, 112]",35.67,78631.09
654,130206.93,2,176.32,5,mixed,2,6.564615,79.55828,"[67, 91, 24, 14, 66, 29]",11.52,122490.47
655,18892.37,2,50.09,2,mixed,1,7.565417,81.267001,"[46, 73, 107, 81, 103, 92]",10.34,11688.7
656,13341.49,2,68.56,2,mixed,1,6.618521,80.895857,"[48, 37, 35, 73]",15.92,10274.86
